Id	Name	Version	CreatedBy	CreationDate	ModifiedBy	ModifiedDate	Vendor	Mode	UpdateAvailable	Artifact_Type	Artifact_ID	Artifact_Name	Artifact_Version	Artifact_CreatedBy	Artifact_CreatedAt	Artifact_ModifiedBy	Artifact_ModifiedAt	Artifact_Description	Artifact_PackageID
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Integration Flow	Integrate_KFs_from_SAP_IBP_to_SAP_S4HANA_Cloud_as_Planned_Independent_Requirements	Integrate KFs from SAP IBP to SAP S4HANA Cloud Public Edition as Planned Independent Requirements	1.0.5	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate planned independent requirements from SAP IBP to SAP S/4HANA Cloud Public Edition.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Integration Flow	Integrate_Business_Partners_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Business Partners from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate business partners data from SAP S/4HANA Cloud Public Edition to SAP IBP.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Integration Flow	Integrate_Plants_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Plants from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate plant data from SAP S/4HANA Cloud Public Edition to SAP IBP as locations.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Integration Flow	Define_Default_Values_for_Data_Integration_Between_SAP_IBP_and_SAP_S4HANA_Cloud	Define Default Values for Data Integration Between SAP IBP and SAP S4HANA Cloud Public Edition	1.0.2	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Define default values and copy them to the headers of integration flows for integration between SAP IBP and S/4HANA Cloud Public Edition.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Integration Flow	Integrate_Sales_Order_History_Data_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Sales Order History Data from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate sales order history data from SAP S/4HANA Cloud Public Edition to SAP IBP.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Integration Flow	Integrate_Products_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Products from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.5	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate products, related units of measure and unit of measure conversion factors from SAP S/4HANA Cloud Public Edition to SAP IBP.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Message Mapping	Integrate_KFs_from_SAP_IBP_to_SAP_S4HANA_Cloud_as_Planned_Independent_Requirements	Integrate KFs from SAP IBP to SAP S4HANA Cloud Public Edition as Planned Independent Requirements	1.0.5	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate planned independent requirements from SAP IBP to SAP S/4HANA Cloud Public Edition.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Message Mapping	Integrate_Business_Partners_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Business Partners from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate business partners data from SAP S/4HANA Cloud Public Edition to SAP IBP.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Message Mapping	Integrate_Plants_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Plants from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate plant data from SAP S/4HANA Cloud Public Edition to SAP IBP as locations.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Message Mapping	Define_Default_Values_for_Data_Integration_Between_SAP_IBP_and_SAP_S4HANA_Cloud	Define Default Values for Data Integration Between SAP IBP and SAP S4HANA Cloud Public Edition	1.0.2	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Define default values and copy them to the headers of integration flows for integration between SAP IBP and S/4HANA Cloud Public Edition.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Message Mapping	Integrate_Sales_Order_History_Data_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Sales Order History Data from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate sales order history data from SAP S/4HANA Cloud Public Edition to SAP IBP.	SAPIBPIntegrationwithSAPS4HANACloud
SAPIBPIntegrationwithSAPS4HANACloud	SAP IBP - Integration with SAP S/4HANA Cloud Public Edition	1.0.4	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	SAP	READ_ONLY	FALSE	Message Mapping	Integrate_Products_from_SAP_S4HANA_Cloud_to_SAP_IBP	Integrate Products from SAP S4HANA Cloud Public Edition to SAP IBP	1.0.5	mika.paulus@accenture.com	06.02.2025 16:28	mika.paulus@accenture.com	06.02.2025 16:28	Integrate products, related units of measure and unit of measure conversion factors from SAP S/4HANA Cloud Public Edition to SAP IBP.	SAPIBPIntegrationwithSAPS4HANACloud
SAPS4HANACustomerMasterMappingwithPricefx	SAP S/4HANA Customer Master Mapping with Pricefx	01.01.2000	mika.paulus@accenture.com	20.02.2025 09:00	mika.paulus@accenture.com	20.02.2025 09:00	PriceFx AG	EDIT_ALLOWED	FALSE	Value Mapping	Value_Mapping_From_SAP_S4HANA_Country_Code_to_Pricefx_Country_Description	Value Mapping From SAP S4HANA Country Code to Pricefx Country Description	1.0.0					Convert SAP S/4HANA country code to Pricefx country description. Modify the mapping if the values are different.	SAPS4HANACustomerMasterMappingwithPricefx
SAPS4HANACustomerMasterMappingwithPricefx	SAP S/4HANA Customer Master Mapping with Pricefx	01.01.2000	mika.paulus@accenture.com	20.02.2025 09:00	mika.paulus@accenture.com	20.02.2025 09:00	PriceFx AG	EDIT_ALLOWED	FALSE	Value Mapping	Value_Mapping_From_SAP_S4HANA_Customer_Group_to_Pricefx_Customer_Group	Value Mapping From SAP S4HANA Customer Group to Pricefx Customer Group	1.0.0					Convert SAP S/4HANA customer group to Pricefx customer group. Modify the mapping if the values are different.	SAPS4HANACustomerMasterMappingwithPricefx
SAPS4HANACustomerMasterMappingwithPricefx	SAP S/4HANA Customer Master Mapping with Pricefx	01.01.2000	mika.paulus@accenture.com	20.02.2025 09:00	mika.paulus@accenture.com	20.02.2025 09:00	PriceFx AG	EDIT_ALLOWED	FALSE	Value Mapping	Value_Mapping_From_SAP_S4HANA_Incoterms_Code_to_Pricefx_Incoterms_Description	Value Mapping From SAP S4HANA Incoterms Code to Pricefx Incoterms Description	1.0.0					Convert SAP S/4HANA incoterms code to Pricefx incoterms description. Modify the mapping if the values are different.	SAPS4HANACustomerMasterMappingwithPricefx
SAPS4HANACustomerMasterMappingwithPricefx	SAP S/4HANA Customer Master Mapping with Pricefx	01.01.2000	mika.paulus@accenture.com	20.02.2025 09:00	mika.paulus@accenture.com	20.02.2025 09:00	PriceFx AG	EDIT_ALLOWED	FALSE	Value Mapping	Value_Mapping_From_SAP_S4HANA_Industry_Sector_Code_to_Pricefx_Industry_Sector_Description	Value Mapping From SAP S4HANA Industry Sector Code to Pricefx Industry Sector Description	1.0.2					Convert SAP S/4HANA industry sector code to Pricefx description. Modify the mapping if the values are different.	SAPS4HANACustomerMasterMappingwithPricefx
SAPS4HANACustomerMasterMappingwithPricefx	SAP S/4HANA Customer Master Mapping with Pricefx	01.01.2000	mika.paulus@accenture.com	20.02.2025 09:00	mika.paulus@accenture.com	20.02.2025 09:00	PriceFx AG	EDIT_ALLOWED	FALSE	Value Mapping	Value_Mapping_Primary_Sales_Area_Configuratoin	Value Mapping Primary Sales Area Configuration	1.0.0					Configuration for primary sales area. Modify the mapping if the values are different.	SAPS4HANACustomerMasterMappingwithPricefx
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Integration Flow	Training_Data_iFlow	Training Data iFlow	1.0.0	mika.paulus@accenture.com	04.02.2025 12:41	mika.paulus@accenture.com	04.02.2025 12:41	This iFlow serves as training data for other iFlows	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Integration Flow	Training_Data_iFlow_copy	Training Data iFlow copy	1.0.0	mika.paulus@accenture.com	05.02.2025 14:48	mika.paulus@accenture.com	05.02.2025 14:48	This iFlow serves as training data for other iFlows	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Integration Flow	DelayedDelivery_Process_Number	DelayedDelivery_Process_Number	Active	mika.paulus@accenture.com	18.02.2025 15:06	mika.paulus@accenture.com	18.02.2025 15:08	iFlow of Nihar, imported here to check on certain problems	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Integration Flow	Integration_Flow_Catalog_Creation_TEST_WITH_CONTENT_ENRICHER	Integration Flow Catalog Creation_TEST_WITH_CONTENT_ENRICHER	Active	mika.paulus@accenture.com	07.02.2025 13:58	mika.paulus@accenture.com	11.02.2025 09:13	Creates a catalog of all Integration Flows across the Integration Suite tenant	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Integration Flow	Integration_Flow_Catalog_Creation_copy	Integration Flow Catalog Creation_copy	Active	mika.paulus@accenture.com	20.02.2025 09:05	mika.paulus@accenture.com	20.02.2025 14:20	Creates a catalog of all Integration Flows across the Integration Suite tenant	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Message Mapping	Training_Data_iFlow	Training Data iFlow	1.0.0	mika.paulus@accenture.com	04.02.2025 12:41	mika.paulus@accenture.com	04.02.2025 12:41	This iFlow serves as training data for other iFlows	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Message Mapping	Training_Data_iFlow_copy	Training Data iFlow copy	1.0.0	mika.paulus@accenture.com	05.02.2025 14:48	mika.paulus@accenture.com	05.02.2025 14:48	This iFlow serves as training data for other iFlows	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Message Mapping	DelayedDelivery_Process_Number	DelayedDelivery_Process_Number	Active	mika.paulus@accenture.com	18.02.2025 15:06	mika.paulus@accenture.com	18.02.2025 15:08	iFlow of Nihar, imported here to check on certain problems	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Message Mapping	Integration_Flow_Catalog_Creation_TEST_WITH_CONTENT_ENRICHER	Integration Flow Catalog Creation_TEST_WITH_CONTENT_ENRICHER	Active	mika.paulus@accenture.com	07.02.2025 13:58	mika.paulus@accenture.com	11.02.2025 09:13	Creates a catalog of all Integration Flows across the Integration Suite tenant	TestPackage
TestPackage	Test Package	1.0.0	mika.paulus@accenture.com	04.02.2025 12:40	mika.paulus@accenture.com	05.02.2025 14:48	Mika Paulus	EDIT_ALLOWED	FALSE	Message Mapping	Integration_Flow_Catalog_Creation_copy	Integration Flow Catalog Creation_copy	Active	mika.paulus@accenture.com	20.02.2025 09:05	mika.paulus@accenture.com	20.02.2025 14:20	Creates a catalog of all Integration Flows across the Integration Suite tenant	TestPackage
